shipment_id,disaster_id,disaster_type,item_id,item_name,category,subcategory,quantity_requested,quantity_shipped,quantity_received,warehouse,region,ship_date,arrival_date,transport_mode,supplier,unit_cost,total_cost,delay_days,shortage_flag,MyUnknownColumn,lead_time_days,delay_flag,cost_per_unit,anomaly_flag
SHP3333,DR-4339,Hurricane,72964,Medical Gauze Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Emergency,37500,37500,37480,DALLAS,Region VI,2/23/2022,2/25/2022,Truck,Medrelief inc,30.9,1158750,1,1,,2,1,30.9,0
SHP3334,DR-4339,Hurricane,82964,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Lighting,36100,36080,36050,DALLAS,Region VI,2/23/2022,2/28/2022,Truck,Powergrid supply,668,24101440,1,1,,5,1,668,0
SHP3335,DR-4339,Hurricane,92964,Power Switches Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Accessories,35900,35880,35850,ATLANTA,Region IV,2/24/2022,2/26/2022,Truck,Powergrid supply,350,12558000,1,1,,2,1,350,0
SHP3336,DR-4339,Hurricane,12965,Water Barrels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Food & Water,Beverage,36200,36180,36170,ATLANTA,Region IV,2/24/2022,2/27/2022,Truck,Blueriver logistics,670,24240600,1,1,,3,1,670,0
SHP3337,DR-4339,Hurricane,22965,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Food & Water,Meal,38400,38350,38300,ATLANTA,Region IV,2/25/2022,2/27/2022,Truck,Blueriver logistics,343,13154050,1,1,,2,1,343,0
SHP3338,DR-4339,Hurricane,32965,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Protection,35800,35780,35760,DALLAS,Region VI,2/25/2022,3/2/2022,Truck,Safecover inc,718,25690040,1,1,,5,1,718,0
SHP3339,DR-4339,Hurricane,42965,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Equipment,17700,17680,17670,DALLAS,Region VI,2/26/2022,3/3/2022,Truck,Powergrid supply,3560,62940800,1,1,,5,1,3560,0
SHP3340,DR-4339,Hurricane,52965,Thermal Coats Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Warmth,36700,36700,36680,ATLANTA,Region IV,2/26/2022,3/1/2022,Truck,Comfortco,1520,55784000,1,1,,3,1,1520,0
SHP3341,DR-4339,Hurricane,62965,Infant Kits Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Infant Care,35500,35480,35460,ATLANTA,Region IV,2/27/2022,3/2/2022,Truck,Careplus supply,299,10608520,1,1,,3,1,299,0
SHP3342,DR-4339,Hurricane,72965,Medical Gauze Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Emergency,37600,37600,37580,DALLAS,Region VI,2/27/2022,3/2/2022,Truck,Medrelief inc,31,1165600,1,1,,3,1,31,0
SHP3343,DR-4339,Hurricane,82965,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Lighting,36200,36180,36150,DALLAS,Region VI,2/28/2022,3/4/2022,Truck,Powergrid supply,668,24168240,1,1,,4,1,668,0
SHP3344,DR-4339,Hurricane,92965,Power Switches Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Accessories,36000,35980,35950,ATLANTA,Region IV,2/28/2022,3/3/2022,Truck,Powergrid supply,351,12628980,1,1,,3,1,351,0
SHP3345,DR-4339,Hurricane,12966,Water Barrels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Food & Water,Beverage,36300,36280,36270,ATLANTA,Region IV,3/1/2022,3/3/2022,Truck,Blueriver logistics,672,24380160,1,1,,2,1,672,0
SHP3346,DR-4339,Hurricane,22966,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Food & Water,Meal,38500,38450,38400,ATLANTA,Region IV,3/1/2022,3/4/2022,Truck,Blueriver logistics,344,13226800,1,1,,3,1,344,0
SHP3347,DR-4339,Hurricane,32966,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Protection,35900,35880,35860,DALLAS,Region VI,3/2/2022,3/6/2022,Truck,Safecover inc,720,25833600,1,1,,4,1,720,0
SHP3348,DR-4339,Hurricane,42966,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Equipment,17750,17730,17720,DALLAS,Region VI,3/2/2022,3/8/2022,Truck,Powergrid supply,3570,63296100,1,1,,6,1,3570,0
SHP3349,DR-4339,Hurricane,52966,Thermal Gloves Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Warmth,36800,36800,36780,ATLANTA,Region IV,3/3/2022,3/5/2022,Truck,Comfortco,1525,56120000,1,1,,2,1,1525,0
SHP3350,DR-4339,Hurricane,62966,Infant Kits Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Infant Care,35600,35580,35560,ATLANTA,Region IV,3/3/2022,3/7/2022,Truck,Careplus supply,300,10674000,1,1,,4,1,300,0
SHP3351,DR-4339,Hurricane,72966,Medical Gauze Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Emergency,37700,37700,37680,DALLAS,Region VI,3/4/2022,3/6/2022,Truck,Medrelief inc,31.1,1172470,1,1,,2,1,31.1,0
SHP3352,DR-4339,Hurricane,82966,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Lighting,36300,36280,36250,DALLAS,Region VI,3/4/2022,3/9/2022,Truck,Powergrid supply,670,24307600,1,1,,5,1,670,0
SHP3353,DR-4339,Hurricane,92966,Power Switches Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Accessories,36100,36080,36050,ATLANTA,Region IV,3/5/2022,3/7/2022,Truck,Powergrid supply,352,12700160,1,1,,2,1,352,0
SHP3354,DR-4339,Hurricane,12967,Water Barrels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Food & Water,Beverage,36400,36380,36370,ATLANTA,Region IV,3/5/2022,3/8/2022,Truck,Blueriver logistics,674,24520120,1,1,,3,1,674,0
SHP3355,DR-4339,Hurricane,22967,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Food & Water,Meal,38600,38550,38500,ATLANTA,Region IV,3/6/2022,3/8/2022,Truck,Blueriver logistics,345,13299750,1,1,,2,1,345,0
SHP3356,DR-4339,Hurricane,32967,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Protection,36000,35980,35960,DALLAS,Region VI,3/6/2022,3/11/2022,Truck,Safecover inc,722,25977560,1,1,,5,1,722,0
SHP3357,DR-4339,Hurricane,42967,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Equipment,17800,17780,17770,DALLAS,Region VI,3/7/2022,3/12/2022,Truck,Powergrid supply,3580,63652400,1,1,,5,1,3580,0
SHP3358,DR-4339,Hurricane,52967,Thermal Gloves Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Warmth,36900,36900,36880,ATLANTA,Region IV,3/7/2022,3/10/2022,Truck,Comfortco,1530,56457000,1,1,,3,1,1530,0
SHP3359,DR-4339,Hurricane,62967,Infant Kits Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Infant Care,35700,35680,35660,ATLANTA,Region IV,3/8/2022,3/11/2022,Truck,Careplus supply,301,10739680,1,1,,3,1,301,0
SHP3360,DR-4339,Hurricane,72967,Medical Gauze Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Emergency,37800,37800,37780,DALLAS,Region VI,3/8/2022,3/11/2022,Truck,Medrelief inc,31.2,1179360,1,1,,3,1,31.2,0
SHP3361,DR-4339,Hurricane,82967,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Lighting,36400,36380,36350,DALLAS,Region VI,3/9/2022,3/13/2022,Truck,Powergrid supply,670,24374600,1,1,,4,1,670,0
SHP3362,DR-4339,Hurricane,92967,Power Switches Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Accessories,36200,36180,36150,ATLANTA,Region IV,3/9/2022,3/12/2022,Truck,Powergrid supply,353,12771540,1,1,,3,1,353,0
SHP3363,DR-4339,Hurricane,12968,Water Barrels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Food & Water,Beverage,36500,36480,36470,ATLANTA,Region IV,3/10/2022,3/12/2022,Truck,Blueriver logistics,676,24660480,1,1,,2,1,676,0
SHP3364,DR-4339,Hurricane,22968,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Food & Water,Meal,38700,38650,38600,ATLANTA,Region IV,3/10/2022,3/13/2022,Truck,Blueriver logistics,346,13372900,1,1,,3,1,346,0
SHP3365,DR-4339,Hurricane,32968,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Protection,36100,36080,36060,DALLAS,Region VI,3/11/2022,3/15/2022,Truck,Safecover inc,724,26121920,1,1,,4,1,724,0
SHP3366,DR-4339,Hurricane,42968,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Equipment,17850,17830,17820,DALLAS,Region VI,3/11/2022,3/17/2022,Truck,Powergrid supply,3590,64009700,1,1,,6,1,3590,0
SHP3367,DR-4339,Hurricane,52968,Thermal Coats Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Warmth,37000,37000,36980,ATLANTA,Region IV,3/12/2022,3/14/2022,Truck,Comfortco,1535,56795000,1,1,,2,1,1535,0
SHP3368,DR-4339,Hurricane,62968,Infant Kits Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Infant Care,35800,35780,35760,ATLANTA,Region IV,3/12/2022,3/16/2022,Truck,Careplus supply,302,10805560,1,1,,4,1,302,0
SHP3369,DR-4339,Hurricane,72968,Medical Gauze Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Emergency,37900,37900,37880,DALLAS,Region VI,3/13/2022,3/15/2022,Truck,Medrelief inc,31.3,1186270,1,1,,2,1,31.3,0
SHP3370,DR-4339,Hurricane,82968,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Lighting,36500,36480,36450,DALLAS,Region VI,3/13/2022,3/18/2022,Truck,Powergrid supply,672,24514560,1,1,,5,1,672,0
SHP3371,DR-4339,Hurricane,92968,Power Switches Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Accessories,36300,36280,36250,ATLANTA,Region IV,3/14/2022,3/16/2022,Truck,Powergrid supply,354,12843120,1,1,,2,1,354,0
SHP3372,DR-4339,Hurricane,12969,Water Barrels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Food & Water,Beverage,36600,36580,36570,ATLANTA,Region IV,3/14/2022,3/17/2022,Truck,Blueriver logistics,678,24801240,1,1,,3,1,678,0
SHP3373,DR-4339,Hurricane,22969,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Food & Water,Meal,38800,38750,38700,ATLANTA,Region IV,3/15/2022,3/17/2022,Truck,Blueriver logistics,347,13446250,1,1,,2,1,347,0
SHP3374,DR-4339,Hurricane,32969,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Protection,36200,36180,36160,DALLAS,Region VI,3/15/2022,3/20/2022,Truck,Safecover inc,726,26266680,1,1,,5,1,726,0
SHP3375,DR-4339,Hurricane,42969,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Equipment,17900,17880,17870,DALLAS,Region VI,3/16/2022,3/21/2022,Truck,Powergrid supply,3600,64368000,1,1,,5,1,3600,0
SHP3376,DR-4339,Hurricane,52969,Thermal Gloves Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Warmth,37100,37100,37080,ATLANTA,Region IV,3/16/2022,3/19/2022,Truck,Comfortco,1540,57134000,1,1,,3,1,1540,0
SHP3377,DR-4339,Hurricane,62969,Infant Kits Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Infant Care,35900,35880,35860,ATLANTA,Region IV,3/17/2022,3/20/2022,Truck,Careplus supply,303,10871640,1,1,,3,1,303,0
SHP3378,DR-4339,Hurricane,72969,Medical Gauze Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Emergency,38000,38000,37980,DALLAS,Region VI,3/17/2022,3/20/2022,Truck,Medrelief inc,31.4,1193200,1,1,,3,1,31.4,0
SHP3379,DR-4339,Hurricane,82969,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Lighting,36600,36580,36550,DALLAS,Region VI,3/18/2022,3/22/2022,Truck,Powergrid supply,674,24654920,1,1,,4,1,674,0
SHP3380,DR-4339,Hurricane,92969,Power Switches Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Accessories,36400,36380,36350,ATLANTA,Region IV,3/18/2022,3/21/2022,Truck,Powergrid supply,355,12914900,1,1,,3,1,355,0
SHP3381,DR-4339,Hurricane,12970,Water Barrels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Food & Water,Beverage,36700,36680,36670,ATLANTA,Region IV,3/19/2022,3/21/2022,Truck,Blueriver logistics,680,24942400,1,1,,2,1,680,0
SHP3382,DR-4339,Hurricane,22970,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Food & Water,Meal,38900,38850,38800,ATLANTA,Region IV,3/19/2022,3/22/2022,Truck,Blueriver logistics,348,13519800,1,1,,3,1,348,0
SHP3383,DR-4339,Hurricane,32970,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Protection,36300,36280,36260,DALLAS,Region VI,3/20/2022,3/24/2022,Truck,Safecover inc,728,26411840,1,1,,4,1,728,0
SHP3384,DR-4339,Hurricane,42970,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Equipment,17950,17930,17920,DALLAS,Region VI,3/20/2022,3/26/2022,Truck,Powergrid supply,3610,64727300,1,1,,6,1,3610,0
SHP3385,DR-4339,Hurricane,52970,Thermal Gloves Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Warmth,37200,37200,37180,ATLANTA,Region IV,3/21/2022,3/23/2022,Truck,Comfortco,1545,57474000,1,1,,2,1,1545,0
SHP3386,DR-4339,Hurricane,62970,Infant Kits Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Infant Care,36000,35980,35960,ATLANTA,Region IV,3/21/2022,3/25/2022,Truck,Careplus supply,304,10937920,1,1,,4,1,304,0
